id,center_name,last_updated_date
SAMEA11370796,FHI,2022-01-03
SAMEA11370796,FHI,2022-01-03
SAMEA11370797,FHI,2022-01-03
SAMEA11370798,FHI,2022-01-03
SAMEA11370798,FHI,2022-01-03
SAMEA11370799,FHI,2022-01-03
SAMEA11370799,FHI,2022-01-03
SAMEA11370800,FHI,2022-01-03
SAMEA11370800,FHI,2022-01-03
SAMEA11370801,FHI,2022-01-03
SAMEA11370801,FHI,2022-01-03
SAMEA11370802,FHI,2022-01-03
SAMEA11370802,FHI,2022-01-03
SAMEA11370803,FHI,2022-01-03
SAMEA11370803,FHI,2022-01-03
SAMEA11370804,FHI,2022-01-03
SAMEA11370805,FHI,2022-01-03
SAMEA11370805,FHI,2022-01-03
SAMEA11370806,FHI,2022-01-03
SAMEA11370806,FHI,2022-01-03
SAMEA11370807,FHI,2022-01-03
SAMEA11370828,FHI,2022-01-03
SAMEA11370828,FHI,2022-01-03
SAMEA11370829,FHI,2022-01-03
SAMEA11370829,FHI,2022-01-03
SAMEA11370830,FHI,2022-01-03
SAMEA11370831,FHI,2022-01-03
SAMEA11370832,FHI,2022-01-03
SAMEA11370833,FHI,2022-01-03
SAMEA11370835,FHI,2022-01-03
SAMEA11370836,FHI,2022-01-03
SAMEA11370837,FHI,2022-01-03
SAMEA11370838,FHI,2022-01-03
SAMEA113923465,FHI,2023-07-10
SAMEA113923468,FHI,2023-07-10
SAMEA113923469,FHI,2023-07-10
SAMEA113923470,FHI,2023-07-10
SAMEA113923471,FHI,2023-07-10
SAMEA113923472,FHI,2023-07-10
SAMEA113923473,FHI,2023-07-10
SAMEA113923474,FHI,2023-07-10
SAMEA113923475,FHI,2023-07-10
SAMEA113923476,FHI,2023-07-10
SAMEA113923477,FHI,2023-07-10
SAMEA113923479,FHI,2023-07-10
SAMEA113923480,FHI,2023-07-10
SAMEA113923481,FHI,2023-07-10
SAMEA113923482,FHI,2023-07-10
SAMEA113938069,FHI,2023-06-24
SAMEA113938070,FHI,2023-06-24
SAMEA113954043,UiB,2023-06-28
SAMEA113954044,UiB,2023-06-28
SAMEA113954045,UiB,2023-06-28
SAMEA113954046,UiB,2023-06-28
SAMEA113954047,UiB,2023-06-28
SAMEA113954048,UiB,2023-06-28
SAMEA113954048,UiB,2023-06-28
SAMEA113954049,UiB,2023-06-28
SAMEA113954049,UiB,2023-06-28
SAMEA113954050,UiB,2023-06-28
SAMEA113954050,UiB,2023-06-28
SAMEA113954051,UiB,2023-06-28
SAMEA113954051,UiB,2023-06-28
SAMEA113954052,UiB,2023-06-28
SAMEA113954052,UiB,2023-06-28
SAMEA113955114,FHI,2023-06-29
SAMEA113968401,FHI,2023-06-30
SAMEA113968402,FHI,2023-06-30
SAMEA113968403,FHI,2023-06-30
SAMEA113968404,FHI,2023-06-30
SAMEA113968405,FHI,2023-06-30
SAMEA113968407,FHI,2023-06-30
SAMEA113968408,FHI,2023-06-30
SAMEA114023700,UiB,2023-07-31
SAMEA114023701,UiB,2023-07-31
SAMEA114023702,UiB,2023-07-31
SAMEA114023703,UiB,2023-07-31
SAMEA114023704,UiB,2023-07-31
SAMEA114023704,UiB,2023-07-31
SAMEA114023705,UiB,2023-07-31
SAMEA114023707,UiB,2023-07-31
SAMEA114023707,UiB,2023-07-31
SAMEA114023708,UiB,2023-07-31
SAMEA114023708,UiB,2023-07-31
SAMEA114023709,UiB,2023-07-31
SAMEA114023709,UiB,2023-07-31
SAMEA114023710,UiB,2023-07-31
SAMEA114023710,UiB,2023-07-31
SAMEA114023713,UiB,2023-07-31
SAMEA114023713,UiB,2023-07-31
SAMEA114023715,UiB,2023-07-31
SAMEA114023717,UiB,2023-07-31
SAMEA114023720,UiB,2023-07-31
SAMEA114023721,UiB,2023-07-31
SAMEA114023722,UiB,2023-07-31
SAMEA114023723,UiB,2023-07-31
SAMEA114023724,UiB,2023-07-31
SAMEA114023725,UiB,2023-07-31
SAMEA114023727,UiB,2023-07-31
SAMEA114023729,UiB,2023-07-31
SAMEA114023731,UiB,2023-07-31
SAMEA114023731,UiB,2023-07-31
SAMEA114023732,UiB,2023-07-31
SAMEA114023734,UiB,2023-07-31
SAMEA114023736,UiB,2023-07-31
SAMEA114023737,UiB,2023-07-31
SAMEA114023738,UiB,2023-07-31
SAMEA114023738,UiB,2023-07-31
SAMEA114023739,UiB,2023-07-31
SAMEA114023740,UiB,2023-07-31
SAMEA114023740,UiB,2023-07-31
SAMEA114023742,UiB,2023-07-31
SAMEA114023743,UiB,2023-07-31
SAMEA114023744,UiB,2023-07-31
SAMEA114028142,FHI,2023-07-11
SAMEA114028142,FHI,2023-07-11
SAMEA114028143,FHI,2023-07-11
SAMEA114110450,UiB,2024-01-10
SAMEA114110451,UiB,2024-01-10
SAMEA114110452,UiB,2024-01-10
SAMEA114110453,UiB,2024-01-10
SAMEA114110454,UiB,2024-01-10
SAMEA114110455,UiB,2024-01-10
SAMEA114110456,UiB,2024-01-10
SAMEA114110457,UiB,2024-01-10
SAMEA114110458,UiB,2024-01-10
SAMEA114110459,UiB,2024-01-10
SAMEA114110460,UiB,2024-01-10
SAMEA114110461,UiB,2024-01-10
SAMEA114110462,UiB,2024-01-10
SAMEA114110463,UiB,2024-01-10
SAMEA114110464,UiB,2024-01-10
SAMEA114110464,UiB,2024-01-10
SAMEA114110465,UiB,2024-01-10
SAMEA114110466,UiB,2024-01-10
SAMEA114110466,UiB,2024-01-10
SAMEA114110467,UiB,2024-01-10
SAMEA114110468,UiB,2024-01-10
SAMEA114110469,UiB,2024-01-10
SAMEA114110470,UiB,2024-01-10
SAMEA114110470,UiB,2024-01-10
SAMEA114110471,UiB,2024-01-10
SAMEA114110472,UiB,2024-01-10
SAMEA114110473,UiB,2024-01-10
SAMEA114110474,UiB,2024-01-10
SAMEA114110475,UiB,2024-01-10
SAMEA114110476,UiB,2024-01-10
SAMEA114110477,UiB,2024-01-10
SAMEA114110478,UiB,2024-01-10
SAMEA114110479,UiB,2024-01-10
SAMEA114110480,UiB,2024-01-10
SAMEA114110481,UiB,2024-01-10
SAMEA114110482,UiB,2024-01-10
SAMEA114110483,UiB,2024-01-10
SAMEA114110484,UiB,2024-01-10
SAMEA114110485,UiB,2024-01-10
SAMEA114110486,UiB,2024-01-10
SAMEA114110487,UiB,2024-01-10
SAMEA114110488,UiB,2024-01-10
SAMEA114110489,UiB,2024-01-10
SAMEA114110490,UiB,2024-01-10
SAMEA114110491,UiB,2024-01-10
SAMEA114110492,UiB,2024-01-10
SAMEA114110493,UiB,2024-01-10
SAMEA114110494,UiB,2024-01-10
SAMEA114110495,UiB,2024-01-10
SAMEA114110496,UiB,2024-01-10
SAMEA114110497,UiB,2024-01-10
SAMEA114110498,UiB,2024-01-10
SAMEA114110499,UiB,2024-01-10
SAMEA114110500,UiB,2024-01-10
SAMEA114110501,UiB,2024-01-10
SAMEA114110502,UiB,2024-01-10
SAMEA114110503,UiB,2024-01-10
SAMEA114110504,UiB,2024-01-10
SAMEA114110505,UiB,2024-01-10
SAMEA114110506,UiB,2024-01-10
SAMEA114110507,UiB,2024-01-10
SAMEA114110508,UiB,2024-01-10
SAMEA114110509,UiB,2024-01-10
SAMEA114110510,UiB,2024-01-10
SAMEA114119243,UiB,2024-01-10
SAMEA114119244,UiB,2024-01-10
SAMEA114119244,UiB,2024-01-10
SAMEA114119245,UiB,2024-01-10
SAMEA114119245,UiB,2024-01-10
SAMEA114128303,UiB,2024-01-10
SAMEA114128304,UiB,2024-01-10
SAMEA114128304,UiB,2024-01-10
SAMEA114128305,UiB,2024-01-10
SAMEA114265332,UiO,2023-08-14
SAMEA114265332,UiO,2023-08-14
SAMEA114265333,UiO,2023-08-14
SAMEA114266991,UiO,2023-09-30
SAMEA114266991,UiO,2023-09-30
SAMEA114268245,FHI,2023-08-19
SAMEA114298473,UiO,2023-08-25
SAMEA114385362,NTNU,2023-09-14
SAMEA114385364,NTNU,2023-09-14
SAMEA114385365,NTNU,2023-09-14
SAMEA114385366,NTNU,2023-09-14
SAMEA114385367,NTNU,2023-09-14
SAMEA114385368,NTNU,2023-09-14
SAMEA114385368,NTNU,2023-09-14
SAMEA114385369,NTNU,2023-09-14
SAMEA114385369,NTNU,2023-09-14
SAMEA114385371,NTNU,2023-09-14
SAMEA114385372,NTNU,2023-09-14
SAMEA114385375,NTNU,2023-09-14
SAMEA114385379,NTNU,2023-09-14
SAMEA114385379,NTNU,2023-09-14
SAMEA114385380,NTNU,2023-09-14
SAMEA114385380,NTNU,2023-09-14
SAMEA114465357,UiB,2023-10-04
SAMEA114465358,UiB,2023-10-04
SAMEA114465359,UiB,2023-10-04
SAMEA114465360,UiB,2023-10-04
SAMEA114465360,UiB,2023-10-04
SAMEA114465362,UiB,2023-10-04
SAMEA114465363,UiB,2023-10-04
SAMEA114465365,UiB,2023-10-04
SAMEA114465400,UiB,2023-11-30
SAMEA114465401,UiB,2023-11-30
SAMEA114465403,UiB,2023-11-30
SAMEA114465405,UiB,2023-11-30
SAMEA114527953,FHI,2023-10-24
SAMEA114527954,FHI,2023-10-24
SAMEA114570248,FHI,2023-11-02
SAMEA114570249,FHI,2023-11-02
SAMEA114570251,FHI,2023-11-02
SAMEA114570252,FHI,2023-11-02
SAMEA114570252,FHI,2023-11-02
SAMEA114594497,FHI,2023-11-13
SAMEA114594498,FHI,2023-11-13
SAMEA114594499,FHI,2023-11-13
SAMEA114594501,FHI,2023-11-13
SAMEA114594501,FHI,2023-11-13
SAMEA114594502,FHI,2023-11-13
SAMEA114594502,FHI,2023-11-13
SAMEA114594503,FHI,2023-11-13
SAMEA114594503,FHI,2023-11-13
SAMEA114594505,FHI,2023-11-13
SAMEA114594505,FHI,2023-11-13
SAMEA114594506,FHI,2023-11-13
SAMEA114594507,FHI,2023-11-13
SAMEA114594508,FHI,2023-11-13
SAMEA114594509,FHI,2023-11-13
SAMEA114594510,FHI,2023-11-13
SAMEA114594511,FHI,2023-11-13
SAMEA114594511,FHI,2023-11-13
SAMEA114594513,FHI,2023-11-13
SAMEA114594514,FHI,2023-11-13
SAMEA114594514,FHI,2023-11-13
SAMEA114594515,FHI,2023-11-13
SAMEA114594516,FHI,2023-11-13
SAMEA114594517,FHI,2023-11-13
SAMEA114594517,FHI,2023-11-13
SAMEA114594518,FHI,2023-11-13
SAMEA114594518,FHI,2023-11-13
SAMEA114594519,FHI,2023-11-13
SAMEA114594520,FHI,2023-11-13
SAMEA114594521,FHI,2023-11-13
SAMEA114594522,FHI,2023-11-13
SAMEA114594522,FHI,2023-11-13
SAMEA114594523,FHI,2023-11-13
SAMEA114594524,FHI,2023-11-13
SAMEA114594525,FHI,2023-11-13
SAMEA114594525,FHI,2023-11-13
SAMEA114594526,FHI,2023-11-13
SAMEA114594527,FHI,2023-11-13
SAMEA114594528,FHI,2023-11-13
SAMEA114594528,FHI,2023-11-13
SAMEA114594529,FHI,2023-11-13
SAMEA114594529,FHI,2023-11-13
SAMEA114594530,FHI,2023-11-13
SAMEA114594530,FHI,2023-11-13
SAMEA114594531,FHI,2023-11-13
SAMEA114594533,FHI,2023-11-13
SAMEA114594534,FHI,2023-11-13
SAMEA114594534,FHI,2023-11-13
SAMEA114594535,FHI,2023-11-13
SAMEA114594536,FHI,2023-11-13
SAMEA114594537,FHI,2023-11-13
SAMEA114594538,FHI,2023-11-13
SAMEA114594538,FHI,2023-11-13
SAMEA114594539,FHI,2023-11-13
SAMEA114594540,FHI,2023-11-13
SAMEA114594541,FHI,2023-11-13
SAMEA114594543,FHI,2023-11-13
SAMEA114594544,FHI,2023-11-13
SAMEA114594545,FHI,2023-11-13
SAMEA114594546,FHI,2023-11-13
SAMEA114594547,FHI,2023-11-13
SAMEA114594547,FHI,2023-11-13
SAMEA114594548,FHI,2023-11-13
SAMEA114594549,FHI,2023-11-13
SAMEA114594550,FHI,2023-11-13
SAMEA114594551,FHI,2023-11-13
SAMEA114594552,FHI,2023-11-13
SAMEA114594553,FHI,2023-11-13
SAMEA114594554,FHI,2023-11-13
SAMEA114594555,FHI,2023-11-13
SAMEA114594555,FHI,2023-11-13
SAMEA114594556,FHI,2023-11-13
SAMEA114594557,FHI,2023-11-13
SAMEA114594557,FHI,2023-11-13
SAMEA114594558,FHI,2023-11-13
SAMEA114594559,FHI,2023-11-13
SAMEA114594560,FHI,2023-11-13
SAMEA114594560,FHI,2023-11-13
SAMEA114594561,FHI,2023-11-13
SAMEA114594562,FHI,2023-11-13
SAMEA114594563,FHI,2023-11-13
SAMEA114594564,FHI,2023-11-13
SAMEA114594565,FHI,2023-11-13
SAMEA114594566,FHI,2023-11-13
SAMEA114594567,FHI,2023-11-13
SAMEA114594567,FHI,2023-11-13
SAMEA114594568,FHI,2023-11-13
SAMEA114594569,FHI,2023-11-13
SAMEA114594570,FHI,2023-11-13
SAMEA114594571,FHI,2023-11-13
SAMEA114594571,FHI,2023-11-13
SAMEA114594572,FHI,2023-11-13
SAMEA114594573,FHI,2023-11-13
SAMEA114594574,FHI,2023-11-13
SAMEA114594574,FHI,2023-11-13
SAMEA114594575,FHI,2023-11-13
SAMEA114594576,FHI,2023-11-13
SAMEA114594577,FHI,2023-11-13
SAMEA114594578,FHI,2023-11-13
SAMEA114594579,FHI,2023-11-13
SAMEA114594580,FHI,2023-11-13
SAMEA114594581,FHI,2023-11-13
SAMEA114594582,FHI,2023-11-13
SAMEA114594582,FHI,2023-11-13
SAMEA114594583,FHI,2023-11-13
SAMEA114594584,FHI,2023-11-13
SAMEA114594585,FHI,2023-11-13
SAMEA114594586,FHI,2023-11-13
SAMEA114594587,FHI,2023-11-13
SAMEA114594588,FHI,2023-11-13
SAMEA114594590,FHI,2023-11-13
SAMEA114594591,FHI,2023-11-13
SAMEA114594592,FHI,2023-11-13
SAMEA114594593,FHI,2023-11-13
SAMEA114594593,FHI,2023-11-13
SAMEA114594594,FHI,2023-11-13
SAMEA114594595,FHI,2023-11-13
SAMEA114594596,FHI,2023-11-13
SAMEA114594598,FHI,2023-11-13
SAMEA114594598,FHI,2023-11-13
SAMEA114594599,FHI,2023-11-13
SAMEA114594600,FHI,2023-11-13
SAMEA114594602,FHI,2023-11-13
SAMEA114594603,FHI,2023-11-13
SAMEA114594604,FHI,2023-11-13
SAMEA114594604,FHI,2023-11-13
SAMEA114594605,FHI,2023-11-13
SAMEA114594606,FHI,2023-11-13
SAMEA114594607,FHI,2023-11-13
SAMEA114594609,FHI,2023-11-13
SAMEA114594610,FHI,2023-11-13
SAMEA114594610,FHI,2023-11-13
SAMEA114594611,FHI,2023-11-13
SAMEA114594612,FHI,2023-11-13
SAMEA114594613,FHI,2023-11-13
SAMEA114594615,FHI,2023-11-13
SAMEA114594616,FHI,2023-11-13
SAMEA114594617,FHI,2023-11-13
SAMEA114594618,FHI,2023-11-13
SAMEA114594619,FHI,2023-11-13
SAMEA114594620,FHI,2023-11-13
SAMEA114594621,FHI,2023-11-13
SAMEA114594622,FHI,2023-11-13
SAMEA114594623,FHI,2023-11-13
SAMEA114594624,FHI,2023-11-13
SAMEA114594625,FHI,2023-11-13
SAMEA114594625,FHI,2023-11-13
SAMEA114594627,FHI,2023-11-13
SAMEA114594628,FHI,2023-11-13
SAMEA114594629,FHI,2023-11-13
SAMEA114594631,FHI,2023-11-13
SAMEA114594632,FHI,2023-11-13
SAMEA114594633,FHI,2023-11-13
SAMEA114594634,FHI,2023-11-13
SAMEA114594635,FHI,2023-11-13
SAMEA114594636,FHI,2023-11-13
SAMEA114594636,FHI,2023-11-13
SAMEA114594637,FHI,2023-11-13
SAMEA114594638,FHI,2023-11-13
SAMEA114594639,FHI,2023-11-13
SAMEA114594640,FHI,2023-11-13
SAMEA114594641,FHI,2023-11-13
SAMEA114594642,FHI,2023-11-13
SAMEA114594642,FHI,2023-11-13
SAMEA114594643,FHI,2023-11-13
SAMEA114594644,FHI,2023-11-13
SAMEA114594645,FHI,2023-11-13
SAMEA114594645,FHI,2023-11-13
SAMEA114594646,FHI,2023-11-13
SAMEA114594647,FHI,2023-11-13
SAMEA114594648,FHI,2023-11-13
SAMEA114594649,FHI,2023-11-13
SAMEA114594650,FHI,2023-11-13
SAMEA114594651,FHI,2023-11-13
SAMEA114594652,FHI,2023-11-13
SAMEA114594656,FHI,2023-11-13
SAMEA114594657,FHI,2023-11-13
SAMEA114594657,FHI,2023-11-13
SAMEA114594658,FHI,2023-11-13
SAMEA114594658,FHI,2023-11-13
SAMEA114594660,FHI,2023-11-13
SAMEA114594660,FHI,2023-11-13
SAMEA114594662,FHI,2023-11-13
SAMEA114594662,FHI,2023-11-13
SAMEA114594663,FHI,2023-11-13
SAMEA114594663,FHI,2023-11-13
SAMEA114594664,FHI,2023-11-13
SAMEA114594664,FHI,2023-11-13
SAMEA114594666,FHI,2023-11-13
SAMEA114594666,FHI,2023-11-13
SAMEA114594671,FHI,2023-11-13
SAMEA114594671,FHI,2023-11-13
SAMEA114594672,FHI,2023-11-13
SAMEA114594672,FHI,2023-11-13
SAMEA114594674,FHI,2023-11-13
SAMEA114594674,FHI,2023-11-13
SAMEA114594675,FHI,2023-11-13
SAMEA114594675,FHI,2023-11-13
SAMEA114594676,FHI,2023-11-13
SAMEA114594676,FHI,2023-11-13
SAMEA114594677,FHI,2023-11-13
SAMEA114594677,FHI,2023-11-13
SAMEA114594678,FHI,2023-11-13
SAMEA114594678,FHI,2023-11-13
SAMEA114594679,FHI,2023-11-13
SAMEA114594679,FHI,2023-11-13
SAMEA114594680,FHI,2023-11-13
SAMEA114594680,FHI,2023-11-13
SAMEA114594681,FHI,2023-11-13
SAMEA114594681,FHI,2023-11-13
SAMEA114594685,FHI,2023-11-13
SAMEA114594685,FHI,2023-11-13
SAMEA114594686,FHI,2023-11-13
SAMEA114594686,FHI,2023-11-13
SAMEA114594687,FHI,2023-11-13
SAMEA114594688,FHI,2023-11-13
SAMEA114594688,FHI,2023-11-13
SAMEA114594689,FHI,2023-11-13
SAMEA114594689,FHI,2023-11-13
SAMEA114594690,FHI,2023-11-13
SAMEA114594691,FHI,2023-11-13
SAMEA114594691,FHI,2023-11-13
SAMEA114594692,FHI,2023-11-13
SAMEA114594692,FHI,2023-11-13
SAMEA114594693,FHI,2023-11-13
SAMEA114594693,FHI,2023-11-13
SAMEA114594695,FHI,2023-11-13
SAMEA114594696,FHI,2023-11-13
SAMEA114594697,FHI,2023-11-13
SAMEA114594697,FHI,2023-11-13
SAMEA114594698,FHI,2023-11-13
SAMEA114594699,FHI,2023-11-13
SAMEA114594699,FHI,2023-11-13
SAMEA114594700,FHI,2023-11-13
SAMEA114594700,FHI,2023-11-13
SAMEA114594702,FHI,2023-11-13
SAMEA114594703,FHI,2023-11-13
SAMEA114594703,FHI,2023-11-13
SAMEA114594705,FHI,2023-11-13
SAMEA114594705,FHI,2023-11-13
SAMEA114594706,FHI,2023-11-13
SAMEA114594706,FHI,2023-11-13
SAMEA114594707,FHI,2023-11-13
SAMEA114594707,FHI,2023-11-13
SAMEA114594708,FHI,2023-11-13
SAMEA114594709,FHI,2023-11-13
SAMEA114594709,FHI,2023-11-13
SAMEA114594711,FHI,2023-11-13
SAMEA114594711,FHI,2023-11-13
SAMEA114594712,FHI,2023-11-13
SAMEA114594712,FHI,2023-11-13
SAMEA114594713,FHI,2023-11-13
SAMEA114594713,FHI,2023-11-13
SAMEA114594714,FHI,2023-11-13
SAMEA114594714,FHI,2023-11-13
SAMEA114594715,FHI,2023-11-13
SAMEA114594715,FHI,2023-11-13
SAMEA114594716,FHI,2023-11-13
SAMEA114594716,FHI,2023-11-13
SAMEA114594719,FHI,2023-11-13
SAMEA114594720,FHI,2023-11-13
SAMEA114594720,FHI,2023-11-13
SAMEA114594721,FHI,2023-11-13
SAMEA114594721,FHI,2023-11-13
SAMEA114594723,FHI,2023-11-13
SAMEA114594724,FHI,2023-11-13
SAMEA114594725,FHI,2023-11-13
SAMEA114594725,FHI,2023-11-13
SAMEA114594726,FHI,2023-11-13
SAMEA114594726,FHI,2023-11-13
SAMEA114594727,FHI,2023-11-13
SAMEA114594727,FHI,2023-11-13
SAMEA114594728,FHI,2023-11-13
SAMEA114594729,FHI,2023-11-13
SAMEA114594729,FHI,2023-11-13
SAMEA114594731,FHI,2023-11-13
SAMEA114594731,FHI,2023-11-13
SAMEA114594732,FHI,2023-11-13
SAMEA114594732,FHI,2023-11-13
SAMEA114594733,FHI,2023-11-13
SAMEA114594737,FHI,2023-11-13
SAMEA114594738,FHI,2023-11-13
SAMEA114594739,FHI,2023-11-13
SAMEA114594739,FHI,2023-11-13
SAMEA114594740,FHI,2023-11-13
SAMEA114594741,FHI,2023-11-13
SAMEA114594742,FHI,2023-11-13
SAMEA114594742,FHI,2023-11-13
SAMEA114594744,FHI,2023-11-13
SAMEA114594745,FHI,2023-11-13
SAMEA114594745,FHI,2023-11-13
SAMEA114594746,FHI,2023-11-13
SAMEA114594746,FHI,2023-11-13
SAMEA114594747,FHI,2023-11-13
SAMEA114594747,FHI,2023-11-13
SAMEA114594748,FHI,2023-11-13
SAMEA114594749,FHI,2023-11-13
SAMEA114594750,FHI,2023-11-13
SAMEA114594750,FHI,2023-11-13
SAMEA114594751,FHI,2023-11-13
SAMEA114594752,FHI,2023-11-13
SAMEA114594752,FHI,2023-11-13
SAMEA114594753,FHI,2023-11-13
SAMEA114594754,FHI,2023-11-13
SAMEA114594754,FHI,2023-11-13
SAMEA114594755,FHI,2023-11-13
SAMEA114594756,FHI,2023-11-13
SAMEA114594756,FHI,2023-11-13
SAMEA114594757,FHI,2023-11-13
SAMEA114594758,FHI,2023-11-13
SAMEA114594758,FHI,2023-11-13
SAMEA114594759,FHI,2023-11-13
SAMEA114594760,FHI,2023-11-13
SAMEA114594761,FHI,2023-11-13
SAMEA114594762,FHI,2023-11-13
SAMEA114594763,FHI,2023-11-13
SAMEA114594764,FHI,2023-11-13
SAMEA114594765,FHI,2023-11-13
SAMEA114594766,FHI,2023-11-13
SAMEA114594767,FHI,2023-11-13
SAMEA114594767,FHI,2023-11-13
SAMEA114594768,FHI,2023-11-13
SAMEA114594768,FHI,2023-11-13
SAMEA114594769,FHI,2023-11-13
SAMEA114594770,FHI,2023-11-13
SAMEA114594770,FHI,2023-11-13
SAMEA114594771,FHI,2023-11-13
SAMEA114594771,FHI,2023-11-13
SAMEA114594772,FHI,2023-11-13
SAMEA114594772,FHI,2023-11-13
SAMEA114594773,FHI,2023-11-13
SAMEA114594774,FHI,2023-11-13
SAMEA114594774,FHI,2023-11-13
SAMEA114594775,FHI,2023-11-13
SAMEA114594775,FHI,2023-11-13
SAMEA114594777,FHI,2023-11-13
SAMEA114594777,FHI,2023-11-13
SAMEA114594781,FHI,2023-11-13
SAMEA114594781,FHI,2023-11-13
SAMEA114594782,FHI,2023-11-13
SAMEA114594783,FHI,2023-11-13
SAMEA114594784,FHI,2023-11-13
SAMEA114594784,FHI,2023-11-13
SAMEA114594785,FHI,2023-11-13
SAMEA114594785,FHI,2023-11-13
SAMEA114594790,FHI,2023-11-13
SAMEA114594790,FHI,2023-11-13
SAMEA114594791,FHI,2023-11-13
SAMEA114594792,FHI,2023-11-13
SAMEA114594793,FHI,2023-11-13
SAMEA114594794,FHI,2023-11-13
SAMEA114594799,FHI,2023-11-13
SAMEA114594800,FHI,2023-11-13
SAMEA114594802,FHI,2023-11-13
SAMEA114594804,FHI,2023-11-13
SAMEA114594804,FHI,2023-11-13
SAMEA114594805,FHI,2023-11-13
SAMEA114594806,FHI,2023-11-13
SAMEA114594806,FHI,2023-11-13
SAMEA114594807,FHI,2023-11-13
SAMEA114594811,FHI,2023-11-13
SAMEA114594817,FHI,2023-11-13
SAMEA114594817,FHI,2023-11-13
SAMEA114594818,FHI,2023-11-13
SAMEA114594820,FHI,2023-11-13
SAMEA114594820,FHI,2023-11-13
SAMEA114594822,FHI,2023-11-13
SAMEA114594822,FHI,2023-11-13
SAMEA114594825,FHI,2023-11-13
SAMEA114594825,FHI,2023-11-13
SAMEA114594828,FHI,2023-11-13
SAMEA114594828,FHI,2023-11-13
SAMEA114594830,FHI,2023-11-13
SAMEA114594830,FHI,2023-11-13
SAMEA114594831,FHI,2023-11-13
SAMEA114594832,FHI,2023-11-13
SAMEA114594836,FHI,2023-11-13
SAMEA114594837,FHI,2023-11-13
SAMEA114594838,FHI,2023-11-13
SAMEA114594838,FHI,2023-11-13
SAMEA114594839,FHI,2023-11-13
SAMEA114594839,FHI,2023-11-13
SAMEA114594840,FHI,2023-11-13
SAMEA114594841,FHI,2023-11-13
SAMEA114594841,FHI,2023-11-13
SAMEA114594842,FHI,2023-11-13
SAMEA114594843,FHI,2023-11-13
SAMEA114594844,FHI,2023-11-13
SAMEA114594845,FHI,2023-11-13
SAMEA114594846,FHI,2023-11-13
SAMEA114594846,FHI,2023-11-13
SAMEA114594847,FHI,2023-11-13
SAMEA114594848,FHI,2023-11-13
SAMEA114594849,FHI,2023-11-13
SAMEA114594849,FHI,2023-11-13
SAMEA114594850,FHI,2023-11-13
SAMEA114594851,FHI,2023-11-13
SAMEA114594853,FHI,2023-11-13
SAMEA114594854,FHI,2023-11-13
SAMEA114594855,FHI,2023-11-13
SAMEA114594857,FHI,2023-11-13
SAMEA114594858,FHI,2023-11-13
SAMEA114594860,FHI,2023-11-13
SAMEA114594860,FHI,2023-11-13
SAMEA114594861,FHI,2023-11-13
SAMEA114594862,FHI,2023-11-13
SAMEA114594863,FHI,2023-11-13
SAMEA114594864,FHI,2023-11-13
SAMEA114594865,FHI,2023-11-13
SAMEA114594866,FHI,2023-11-13
SAMEA114594866,FHI,2023-11-13
SAMEA114594867,FHI,2023-11-13
SAMEA114594867,FHI,2023-11-13
SAMEA114594868,FHI,2023-11-13
SAMEA114594868,FHI,2023-11-13
SAMEA114594869,FHI,2023-11-13
SAMEA114594869,FHI,2023-11-13
SAMEA114594870,FHI,2023-11-13
SAMEA114594870,FHI,2023-11-13
SAMEA114594871,FHI,2023-11-13
SAMEA114594871,FHI,2023-11-13
SAMEA114594872,FHI,2023-11-13
SAMEA114594872,FHI,2023-11-13
SAMEA114594874,FHI,2023-11-13
SAMEA114594875,FHI,2023-11-13
SAMEA114594876,FHI,2023-11-13
SAMEA114594877,FHI,2023-11-13
SAMEA114594878,FHI,2023-11-13
SAMEA114594881,FHI,2023-11-13
SAMEA114594882,FHI,2023-11-13
SAMEA114594883,FHI,2023-11-13
SAMEA114594884,FHI,2023-11-13
SAMEA114594885,FHI,2023-11-13
SAMEA114594887,FHI,2023-11-13
SAMEA114594888,FHI,2023-11-13
SAMEA114594889,FHI,2023-11-13
SAMEA114594890,FHI,2023-11-13
SAMEA114594891,FHI,2023-11-13
SAMEA114594892,FHI,2023-11-13
SAMEA114594892,FHI,2023-11-13
SAMEA114594894,FHI,2023-11-13
SAMEA114594895,FHI,2023-11-13
SAMEA114594896,FHI,2023-11-13
SAMEA114594896,FHI,2023-11-13
SAMEA114594897,FHI,2023-11-13
SAMEA114594897,FHI,2023-11-13
SAMEA114594898,FHI,2023-11-13
SAMEA114594898,FHI,2023-11-13
SAMEA114594899,FHI,2023-11-13
SAMEA114594899,FHI,2023-11-13
SAMEA114594900,FHI,2023-11-13
SAMEA114594901,FHI,2023-11-13
SAMEA114594901,FHI,2023-11-13
SAMEA114594902,FHI,2023-11-13
SAMEA114594903,FHI,2023-11-13
SAMEA114594904,FHI,2023-11-13
SAMEA114594905,FHI,2023-11-13
SAMEA114594907,FHI,2023-11-13
SAMEA114594907,FHI,2023-11-13
SAMEA114594908,FHI,2023-11-13
SAMEA114594909,FHI,2023-11-13
SAMEA114594910,FHI,2023-11-13
SAMEA114594910,FHI,2023-11-13
SAMEA114594911,FHI,2023-11-13
SAMEA114594912,FHI,2023-11-13
SAMEA114594913,FHI,2023-11-13
